archetype_id,variation_id,winrate,popularity
563,2255939991,60.5,0.0089
276,2233983110,45.7,0.0036
150,2250914405,59.5,0.0058
441,2252056089,46.9,0.0025
211,2255887339,59.3,0.0021
182,2213518593,48,0.0019
31,2256061888,35.9,0.0030
571,2252165819,38.7,0.0024
586,2251600016,63,0.0021
548,2253912627,63.6,0.0043
2,2233277739,65.2,0.0036
52,2200327853,60,0.0023
150,2254039144,53.3,0.0035
276,2251186284,72,0.0019
546,2161960237,72.8,0.0063
161,2211603257,58.2,0.0043
556,2243253138,48.8,0.0064
555,2246003349,63.3,0.0023
182,2253750397,52.3,0.0034
77,2255771313,57.8,0.0035
307,2241328596,62.3,0.0041
52,2130437055,57,0.0943
182,2201550635,59.2,0.0644
338,2198788444,55.6,0.0279
563,2253388399,57.8,0.0050
276,2243068598,53.4,0.0520
198,2250111330,56.6,0.1678
538,2199064642,50.4,0.2083
538,2226136985,46,0.0039
586,2243411039,44.6,0.0129
586,2247965520,52.3,0.0831
586,2250360968,47.1,0.0027
571,2245229403,50.5,0.0144
56,2249196474,67.4,0.0034
586,2250597745,53.8,0.0304
555,2243074189,50,0.0031
555,2250228858,57.4,0.0299
150,2254001509,44.4,0.0021
182,2253973245,44,0.0019
563,2253957955,54.2,0.0037
276,2244125818,50,0.0214
276,2253896451,56.4,0.0030
538,2199127517,50.9,0.0044
586,2243620545,42.3,0.0020
586,2253400399,59.7,0.0048
555,2198834677,64.9,0.0029
182,2151238061,52,0.0078
182,2254021203,47.2,0.0028
338,2243325104,58.5,0.0073
36,2021731843,34.9,0.0034
555,2226197791,46.3,0.0106
555,2246783698,51.4,0.0144
52,2249211479,32.1,0.0083
182,2130207794,51.6,0.0073
547,2252919685,54.3,0.0027
441,2253681073,68,0.0019
338,2254039620,71.7,0.0036
563,2254070922,51.4,0.0027
586,2246264757,55.3,0.0030
587,2246504627,50,0.0161
556,2250124135,62.5,0.0025
556,2251235985,62.1,0.0051
555,2253711382,56,0.0019
555,2253951709,48,0.0019
555,2254027232,42.3,0.0020
512,2198787758,66.9,0.0113
563,2247558511,65.6,0.0025
276,2244719766,48,0.0019
276,2245649551,49.4,0.0197
276,2253334986,51.6,0.0024
546,2253962572,88.9,0.0021
569,2198843172,65.9,0.0071
183,2158848697,56.5,0.0048
338,2243705092,55.2,0.0721
338,2254189303,56.3,0.0025
56,2251826897,46.7,0.0023
276,2233098166,45.2,0.0024
276,2248055585,60.7,0.0022
161,2199072863,56,0.0097
430,2253210934,66.7,0.0021
587,2246339136,56.9,0.0215
555,2253743038,71.2,0.0057
555,2254300300,42.5,0.0068
182,2202602551,69.8,0.0090
142,2247474843,50,0.0094
36,2252086077,48,0.0039
162,2244103402,66.2,0.0051
546,2162097393,58.6,0.0136
546,2246911584,60.5,0.0089
555,2253917531,44.2,0.0074
390,2233325631,58.8,0.0040
31,2253883724,50.9,0.0043
338,2254378037,50,0.0042
56,2128933293,53.4,0.0069
563,2253434192,47.5,0.0031
546,2242957334,55.9,0.0027
555,2249137751,59.5,0.0058
555,2254431070,44.4,0.0021
52,2254103432,53.7,0.0032
512,2254456171,48,0.0019
182,2225033040,58.2,0.0086
276,2246949642,54.1,0.0048
276,2253938988,48.7,0.0030
548,2123642147,58.9,0.0044
548,2173959456,66.7,0.0073
338,2238467856,52.5,0.0190
276,2244105700,62.2,0.0070
276,2247995948,30.8,0.0020
182,2232318701,58.8,0.0027
390,2233206279,37.5,0.0025
182,2254251493,69,0.0023
338,2211234475,59.3,0.0046
338,2252092531,49.3,0.0055
563,2253254504,74.1,0.0021
563,2254417788,62.5,0.0025
430,2254229828,42.5,0.0031
555,2246390778,53.5,0.0034
555,2254044419,35.5,0.0059
587,2254357629,62.5,0.0025
512,2201662344,40,0.0031
338,2245940673,67.6,0.0058
338,2254054719,78.8,0.0051
338,2254285131,69,0.0023
56,2254622847,52,0.0019
276,2253578005,50,0.0023
62,2253397743,67.3,0.0081
556,2254707558,64.3,0.0033
512,2253737318,46.7,0.0023
150,2254431278,51.8,0.0289
563,2254567136,35.5,0.0024
276,2245322060,69.1,0.0043
586,2254719404,56.7,0.0023
587,2246735447,80.5,0.0032
587,2250212054,53.6,0.0022
578,2253632786,49.3,0.0058
555,2254760994,72,0.0019
141,2249071055,46.1,0.0161
338,2247148196,49.5,0.0074
563,2254313820,64.1,0.0030
556,2242981163,65.8,0.0030
563,2244258658,57.1,0.0033
556,2243759418,66.7,0.0021
512,2254820090,38,0.0039
170,2254637211,63.7,0.0080
555,2254718381,53.4,0.0102
56,2253640682,74.1,0.0021
276,2233252999,49.3,0.0057
150,2254979146,65.9,0.0071
170,2246677680,46.2,0.0020
574,2255020294,69,0.0023
56,2243305359,10,0.0031
563,2254386815,48.6,0.0029
546,2201535823,59.7,0.0105
555,2254693099,73.5,0.0027
512,2254179547,41.9,0.0024
338,2252996609,74.1,0.0021
276,2243503449,54.5,0.0026
198,2245221610,70.6,0.0027
276,2254326956,37.5,0.0050
62,2255026820,60,0.0027
587,2249774535,65.4,0.0020
555,2256386954,52.1,0.0057
430,2256168031,40,0.0027
338,2252513511,76,0.0019
36,2207738872,48.4,0.0024
276,2239181273,84.8,0.0026
512,2253873434,66.7,0.0030
338,2254230219,65.9,0.0032
56,2255721985,50,0.0020
36,2256596810,84.4,0.0025
199,2254562592,70.4,0.0021
441,2254936922,58.1,0.0024
183,2200436727,40,0.0027
36,2230888326,44.7,0.0030
338,2255541089,61.7,0.0037
276,2255811928,48.9,0.0035
555,2250438938,73.7,0.0030
556,2255604900,61.1,0.0028
570,2243036042,74.1,0.0021
170,2256367545,76.9,0.0020
276,2256801789,42.4,0.0046
512,2256545906,61.1,0.0028
583,2256937584,55.9,0.0027
563,2257007172,62.9,0.0027
276,2256967073,60,0.0023
199,2255507208,15,0.0031
587,2246743782,40,0.0019
563,2253812909,71.4,0.0022
563,2257102095,61.5,0.0020
276,2243276241,62,0.0039
170,2256544401,58.6,0.0023
563,2254355601,52,0.0019
563,2257176083,46.2,0.0020
555,2254263585,60.7,0.0022
586,2246101967,59.3,0.0021
56,2256394778,59,0.0030
512,2224435115,30.2,0.0034
545,2253944687,46.2,0.0020
36,2257399961,59.3,0.0021
563,2253739472,70,0.0023
276,2256058720,84.6,0.0020
31,2257409725,51.1,0.0037
547,2243487236,44.4,0.0021
555,2250329302,70.6,0.0027
587,2254078060,62.5,0.0031
556,2244043414,67.9,0.0022
541,2091425277,71.4,0.0022
170,2253706441,72.4,0.0023
586,2252014200,42.3,0.0020
557,2251701136,55.9,0.0027
546,2153894416,57.1,0.0022
36,2254101511,60,0.0019
36,2254613916,57.1,0.0022
563,2255050985,66.7,0.0037
62,2250166065,36,0.0058
546,2255223543,60,0.0019
199,2255172967,43.3,0.0023
587,2253441224,76.9,0.0020
541,2255010052,42.9,0.0022
587,2246307418,58.3,0.0028
182,2225132576,64.9,0.0029
56,2256348120,52,0.0019
62,2222735097,61.5,0.0020
563,2256685946,59.5,0.0029
150,2252557052,40.6,0.0025
512,2257226058,7.4,0.0021
338,2253963706,33.3,0.0026
36,2249332936,44.2,0.0034
586,2255041436,48.1,0.0021
162,2253448181,28.6,0.0022
182,2217474650,50,0.0041
555,2253865876,66.7,0.0023
578,2255589565,60,0.0019
556,2256404959,64,0.0019
211,2249823625,75.9,0.0023
571,2257124582,67.9,0.0022
396,2254982680,54.5,0.0626
512,2253969131,52.8,0.0041
36,2248283901,48.6,0.0056
563,2254786897,66.7,0.0033
555,2245966451,40.6,0.0025
555,2254722203,65.6,0.0025
512,2251282928,59.1,0.0034
150,2252399888,60,0.0140
512,2254165963,71.4,0.0022
390,2251875905,52.6,0.0030
545,2252338703,48.5,0.0026
563,2253203468,57.1,0.0027
563,2255097809,57.9,0.0059
25,2199067584,53.7,0.0106
555,2255273275,58.6,0.0023
36,2255289638,52.4,0.0033
563,2253522428,60.7,0.0022
571,2254326487,56,0.0019
587,2255395907,48.6,0.0029
570,2221699634,62.2,0.0058
570,2251785962,54.5,0.0026
25,2255180438,86.2,0.0023
555,2253739239,53.1,0.0025
150,2255425640,80,0.0023
390,2233894847,58.8,0.0027
36,2255422177,58.1,0.0024
198,2246453613,41.8,0.0071
276,2249401445,33.3,0.0040
154,2254850787,60,0.0019
585,2255044875,59,0.0030
276,2255117655,49,0.0040
585,2255403216,44.4,0.0028
52,2022388581,54.1,0.0029
570,2213442768,50.8,0.0049
36,2255293497,60.7,0.0022
276,2232509632,52.3,0.0067
276,2255420605,44.7,0.0037
555,2248820919,50,0.0042
587,2255161213,64.3,0.0022
182,2251786956,65.9,0.0034
574,2255596563,52.7,0.0043
183,2255176113,58.1,0.0024
162,2027594933,67.9,0.0022
574,2252645867,64.7,0.0027
563,2253524511,52.9,0.0027
587,2244985032,66.2,0.0053
555,2251330538,65.6,0.0070
555,2255672997,70,0.0023
555,2255735370,39.7,0.0049
390,2244807851,45.1,0.0071
198,2255739857,57.8,0.0065
583,2255366959,60.5,0.0030
338,2255040467,82.4,0.0027
563,2255829070,52.2,0.0036
150,2253698659,49.5,0.0085
563,2246148969,52.9,0.0040
546,2129091080,71.9,0.0025
546,2255891945,64.7,0.0040
56,2235123845,55.1,0.0122
512,2233502843,59.2,0.0055
170,2255974400,46.9,0.0025
561,2254373120,60,0.0027
587,2249209486,46.4,0.0022
556,2255884877,68.8,0.0025
512,2201742141,55.9,0.0027
577,2255918854,23.1,0.0041
182,2255743770,69.4,0.0028
31,2237168617,51.4,0.0027
563,2253643780,59,0.0030
307,2251728752,57.8,0.0035
555,2250591173,69.7,0.0026
441,2256126460,76.7,0.0023
56,2253006478,62.1,0.0023
563,2256122446,76.9,0.0020
555,2247073469,76.3,0.0030
150,2256273149,60,0.0027
338,2237270078,50,0.0022
563,2221618368,50,0.0020
563,2248101654,77.5,0.0055
563,2256199833,59.3,0.0021
563,2256269508,67.4,0.0036
198,2254630920,27.3,0.0034
586,2243664478,58.5,0.0032
396,2256064101,51.2,0.0032
555,2251817657,55.9,0.0027
441,2233074070,64.9,0.0060
430,2256183102,61.5,0.0020
570,2256354334,60,0.0027
182,2214527744,70.4,0.0021
571,2256160127,54.5,0.0034
555,2256350437,51.9,0.0021
390,2256204288,51.7,0.0047
571,2255546025,77.8,0.0028
161,2212415497,42.3,0.0020
587,2245315167,68.4,0.0076
150,2251346931,61.5,0.0020
574,2235981342,56.7,0.0023
563,2254782222,55.1,0.0054
25,2195956853,62.5,0.0037
276,2255961414,50,0.0039
2,2256317709,55.6,0.0021
2,2256507371,60.6,0.0026
587,2256622710,66.7,0.0026
571,2256322969,44.2,0.0034
276,2250902657,51.9,0.0021
555,2199675601,62.1,0.0023
574,2212381629,41.2,0.0027
31,2254796961,66,0.0039
276,2256551976,44.4,0.0035
199,2239669893,54.2,0.0037
548,2236706114,66.7,0.0023
62,2255926694,69.8,0.0034
512,2205713211,35.7,0.0022
183,2246946968,63.3,0.0038
170,2254434536,65.3,0.0038
555,2255312314,61.3,0.0024
441,2254313805,61.5,0.0020
563,2255784771,69.2,0.0041
56,2256945644,42.1,0.0030
307,2247426099,60.4,0.0037
587,2257089898,67.3,0.0038
570,2231280927,74.3,0.0027
585,2243684676,37.8,0.0029
183,2224035718,61.3,0.0024
512,2238869691,50,0.0020
563,2257378292,44.1,0.0027
555,2254927150,53.3,0.0035
557,2246851427,72.9,0.0037
338,2251569663,71.1,0.0035
36,2253670811,64.1,0.0050
569,2206722287,54.3,0.0063
574,2257455573,76.9,0.0020
586,2243579644,50,0.0031
430,2257449745,46.9,0.0025
571,2250039032,60.5,0.0034
555,2252869229,56.8,0.0034
276,2252927121,66.7,0.0021
586,2244028132,56,0.0019
538,2254857876,74.4,0.0030
587,2254717202,58.5,0.0032
2,2255007238,52,0.0019
574,2254882572,51.4,0.0029
555,2254672693,50,0.0023
390,2245555223,61.5,0.0020
586,2251834834,48.1,0.0041
555,2246762207,55.1,0.0038
556,2248269114,60,0.0023
170,2255487303,48.1,0.0021
36,2254446124,54.5,0.0026
198,2246338312,67.9,0.0022
538,2224295128,72.3,0.0037
541,2256151041,32.1,0.0022
36,2255521646,36.8,0.0030
150,2256291298,45.5,0.0026
183,2224154568,61.7,0.0037
563,2255281212,62.1,0.0023
2,2256293242,37.9,0.0023
512,2253024027,46.4,0.0022
170,2243009212,40.7,0.0021
574,2256149344,76.5,0.0027
36,2257092158,65.4,0.0020
587,2250433409,48.1,0.0021
512,2254173991,62.5,0.0025
563,2251004870,52,0.0019
150,2252115038,44,0.0019
183,2254151958,67.7,0.0024
556,2198766508,57.6,0.1637
555,2198785747,60.1,0.0221
556,2201406052,58.9,0.0127
555,2251743203,47.5,0.0048
556,2253623894,43.2,0.0029
512,2195117050,56.6,0.4380
170,2251963532,44.8,0.0588
211,2253847930,58.1,0.0024
338,2211215488,57.8,0.4339
183,2224265794,62.7,0.0046
338,2248212236,55.2,0.0023
563,2233499265,57,0.0361
563,2244218107,57.2,0.1072
563,2252481747,59.5,0.0066
585,2243547828,42.7,0.0826
202,2199898706,49.3,0.0970
199,2253458888,47.5,0.0046
548,2130060850,42.3,0.0020
586,2243253144,49.7,0.5917
586,2253886158,58.6,0.0023
162,2018757167,59,0.1582
555,2243347251,53.7,0.1607
578,2253931647,76.4,0.0056
170,2230899734,61.1,0.0028
56,2253669871,56.9,0.0040
585,2248185947,45.5,0.0043
276,2253943696,52.4,0.0033
586,2249148607,42.4,0.0186
578,2243447435,58.6,0.0136
587,2244823882,58,0.0984
555,2245694487,54.4,0.0132
512,2200243210,47.8,0.0036
512,2253974571,43.6,0.0043
561,2197322517,50,0.0067
77,2229767916,76.9,0.0020
182,2238171600,47.2,0.0041
36,2243332315,60.2,0.0096
563,2244159226,58.5,0.0051
563,2253618840,69.2,0.0020
276,2234086689,50,0.0025
276,2253475712,51.4,0.0055
555,2211159715,56.1,0.0044
587,2246519232,70.7,0.0064
555,2251793151,65.1,0.0034
556,2252796732,58.7,0.0036
556,2253643935,62.5,0.0025
555,2254045017,75,0.0022
150,2251013868,64,0.0078
182,2203916752,50.9,0.0178
574,2234015821,53.6,0.0044
31,2247106473,56.2,0.1439
563,2252941723,58.4,0.0088
276,2233368032,51.4,0.0027
276,2245760033,49.8,0.2423
556,2233073666,44.7,0.0030
587,2246028354,63,0.0036
578,2249122529,44.4,0.0021
555,2252290105,52.4,0.0033
555,2254097155,50,0.0025
52,2135352223,58.5,0.0041
512,2246167216,40,0.0019
512,2252850651,40,0.0027
211,2249025212,67.4,0.0067
390,2250778044,55.8,0.0034
56,2222129123,49.7,0.0366
563,2254034096,45.6,0.0044
276,2233995513,58.7,0.0036
276,2253112668,55.8,0.0034
538,2202117494,48.2,0.0087
586,2245101159,50,0.0022
371,2233483766,64.5,0.0086
430,2239855888,53.7,0.0168
555,2252417915,69,0.0023
512,2236755697,50.9,0.0041
150,2254059477,63.9,0.0028
170,2253755242,63.9,0.0028
141,2246356079,62.3,0.0041
390,2253733378,42.3,0.0081
563,2238976052,47.4,0.0044
276,2253075422,63.2,0.0030
2,2248605895,59.1,0.0034
211,2252641127,60.6,0.0026
441,2126206069,59.5,0.0371
390,2236491043,65,0.0031
182,2254233701,28,0.0019
31,2247976875,52,0.0019
31,2252673436,60,0.0027
56,2199321885,65.1,0.0034
36,2245454268,60.4,0.0037
563,2253493261,74.1,0.0090
36,2253844712,62.2,0.0029
276,2251725593,40.5,0.0029
276,2253422685,68.6,0.0027
586,2253820577,66.7,0.0051
555,2243666003,38.2,0.0027
556,2250719173,68,0.0019
563,2254327009,67.3,0.0041
126,2072308170,57.6,0.0097
546,2161997505,51.7,0.0023
2,2254232519,53.8,0.0020
570,2254237770,46.7,0.0023
545,2245503761,62.5,0.0031
586,2245872412,49.2,0.0186
555,2236274687,51.1,0.0102
276,2237654451,52,0.0315
538,2237826589,50.8,0.0049
546,2243107592,51.2,0.0066
541,2253544519,37,0.0108
182,2243220072,61.1,0.0028
563,2251081716,58.3,0.0037
276,2254362888,53.2,0.0037
546,2243014157,64.4,0.0057
586,2245252969,53.4,0.0209
162,2254044619,58.1,0.0024
555,2252410867,48.9,0.0035
182,2253832218,50,0.0027
183,2254218840,47.8,0.0197
563,2254498127,55.9,0.0027
276,2248284668,47.1,0.0053
276,2251860343,68.6,0.0027
546,2113527508,57.7,0.0111
548,2199132554,64.9,0.0147
430,2254390225,51.4,0.0029
557,2211379202,66.7,0.0044
512,2242897142,51.6,0.0048
541,2254326468,57.5,0.0031
512,2254572303,50,0.0020
170,2244295373,55.2,0.0023
182,2205665997,51.6,0.0048
563,2254366960,67.6,0.0027
198,2205873816,42.9,0.0027
276,2233128262,51.8,0.0129
25,2233431575,59.6,0.0069
512,2254289457,37.8,0.0035
390,2253984692,50,0.0030
56,2248160223,58.6,0.0023
276,2232499837,48.5,0.0026
276,2244177977,51.4,0.0058
556,2243121868,62.9,0.0154
555,2247263802,50,0.0022
31,2223208790,44.1,0.0027
31,2253754138,50.9,0.0043
56,2254188868,45.2,0.0033
563,2254692507,53.5,0.0034
276,2244099508,51,0.0075
202,2253268216,51.9,0.0021
170,2246518903,48.9,0.0070
182,2202837791,71.4,0.0055
182,2254518918,73.5,0.0027
338,2243407731,57.8,0.0115
154,2232325200,78,0.0039
2,2250197635,50,0.0022
555,2253341613,54.4,0.0089
36,2246765968,56.4,0.0030
170,2254852228,40.8,0.0038
555,2246335523,51.9,0.0083
338,2253924963,64.3,0.0022
183,2254832763,55.9,0.0027
563,2254118038,74.1,0.0021
276,2233073779,56,0.0066
555,2254381141,83.9,0.0024
555,2254926757,50.9,0.0222
150,2251661387,48.1,0.0021
441,2247415559,69.8,0.0041
182,2253626794,58.2,0.0076
571,2252422368,54.3,0.0027
36,2254986805,60.7,0.0066
276,2254384582,60.7,0.0048
182,2255041821,76.9,0.0020
183,2160728210,66.7,0.0030
563,2253612792,65.9,0.0103
36,2255031288,66,0.0041
2,2250816718,40,0.0019
396,2255000489,46.7,0.4494
556,2236123681,61.7,0.0083
556,2236879440,73.7,0.0044
555,2243299121,68.6,0.0027
555,2252561296,62.7,0.0040
512,2250921959,63.6,0.0034
150,2254458599,42.4,0.0072
544,2255095691,50,0.0028
211,2113536602,56.2,0.0139
574,2220220251,65.9,0.0034
276,2254371437,58.5,0.0073
586,2255091003,54.5,0.0096
430,2254546396,41.9,0.0024
578,2254665012,50.4,0.0101
512,2239803313,59,0.0048
150,2255060630,61.5,0.0233
570,2223146841,65.6,0.0025
276,2244375067,48.3,0.0115
546,2253330173,63,0.0021
555,2251650864,51.1,0.0035
211,2252551424,53.3,0.0023
430,2198776495,55.6,0.0028
547,2251686566,55.8,0.0041
338,2255302632,72.3,0.0051
546,2255346616,89.2,0.0029
555,2254975806,54.1,0.0066
338,2254538412,72.6,0.0048
571,2249662908,42.9,0.0022
276,2233188972,56,0.0039
555,2252897270,42.3,0.0020
150,2254869585,50,0.0025
441,2204585754,38.9,0.0042
547,2248230975,51.5,0.0026
563,2246052713,54.8,0.0033
571,2251756288,52.7,0.0058
563,2255423074,58.5,0.0032
555,2205862591,69,0.0023
150,2251942217,60,0.0027
574,2215972857,55.2,0.0097
36,2255384421,68,0.0019
546,2244344105,63.9,0.0028
555,2255552017,46.2,0.0020
512,2254894462,34.4,0.0025
276,2255297895,56.9,0.0085
587,2244620284,70.4,0.0097
555,2255062926,50,0.0037
441,2248450234,75,0.0028
276,2252494549,61.2,0.0038
555,2255289633,60.6,0.0026
441,2253805593,53.8,0.0041
276,2245340651,54.9,0.0040
556,2255553201,51.9,0.0021
548,2126285943,58.9,0.0087
548,2131143400,51.4,0.0027
538,2221160202,58.6,0.0023
563,2240668522,57.7,0.0055
31,2255834146,65.8,0.0059
276,2255014575,72,0.0019
276,2255858172,64,0.0019
569,2255373042,60.9,0.0036
441,2255630885,49.4,0.0068
338,2217376516,61.3,0.0024
512,2255410140,80,0.0019
170,2254898694,53.3,0.0023
555,2213300040,32.4,0.0029
555,2245742636,54.5,0.0034
555,2255464449,38.5,0.0020
25,2232460571,61,0.0078
548,2128933237,66.7,0.0035
555,2255616192,54.8,0.0033
441,2255330661,59.4,0.0050
182,2255475859,51.5,0.0026
430,2254112396,64.5,0.0024
182,2216950589,61.4,0.0034
338,2212258026,57.1,0.0022
555,2243156894,50,0.0030
555,2256212963,62.5,0.0025
150,2251393116,48.3,0.0023
563,2256086888,65,0.0047
563,2256215651,77.5,0.0031
569,2198953281,58.3,0.0028
556,2254971524,76.8,0.0044
512,2249501012,53.6,0.0022
548,2179060762,72.2,0.0028
556,2255693180,69.4,0.0028
182,2218741504,62.3,0.0054
338,2254458597,47.9,0.0037
162,2022406234,68,0.0019
555,2254958055,43.8,0.0251
36,2245510158,41.7,0.0028
276,2255889740,42.4,0.0026
548,2220567094,56.3,0.0025
512,2255560011,54,0.0039
570,2224627322,48.4,0.0024
182,2242407534,43.8,0.0025
563,2256037823,59.5,0.0029
587,2256141267,58.8,0.0027
570,2256284538,66.7,0.0023
561,2251516022,58.1,0.0024
390,2256270704,43.8,0.0037
561,2256482435,56,0.0129
563,2248426518,53.3,0.0023
571,2255537844,65.5,0.0023
512,2256591535,44.8,0.0023
56,2256086551,56.3,0.0037
538,2256565309,47.1,0.0040
555,2232617208,67.6,0.0029
570,2230782230,71.9,0.0025
338,2255510322,74.1,0.0021
276,2256679238,60.7,0.0022
276,2256720253,52.8,0.0028
555,2253048559,45,0.0031
563,2256736694,45.3,0.0041
276,2256390402,40.7,0.0021
276,2254006470,50,0.0051
396,2256539057,53.5,0.0055
36,2256821443,56.4,0.0043
512,2256953724,61.1,0.0028
182,2236680696,58.3,0.0037
276,2255120605,39.7,0.0061
548,2250849587,48.2,0.0044
512,2255293057,58.1,0.0034
512,2256664960,95.2,0.0033
371,2256993526,42.3,0.0020
556,2243958451,61.5,0.0020
587,2247990832,72.4,0.0023
211,2239527683,63.3,0.0038
150,2251942457,51.6,0.0024
182,2257146055,62.5,0.0031
563,2255252526,58.2,0.0043
587,2245716898,48.5,0.0053
556,2257278798,50,0.0033
512,2202486654,56.9,0.0040
338,2243665471,44.4,0.0021
563,2255490098,62.9,0.0027
2,2253319068,55.8,0.0041
31,2255080969,51.9,0.0021
512,2243088198,54.1,0.0029
570,2245993465,55.6,0.0021
182,2216190332,69.2,0.0020
547,2256422532,52.4,0.0033
512,2242980286,68.8,0.0025
56,2253869054,61.5,0.0020
198,2257258474,46.2,0.0020
555,2250945909,55,0.0031
586,2251861286,66.7,0.0026
555,2253494748,35.7,0.0022
170,2243025535,48.5,0.0026
36,2253152887,61.5,0.0020
2,2254203286,62.9,0.0027
56,2254321978,50,0.0031
569,2254648030,64.5,0.0024
276,2246737357,42.1,0.0059
441,2235980340,55.6,0.0028
56,2235529647,53.3,0.0023
52,2214860942,60,0.0023
563,2254676500,62.2,0.0029
563,2254767752,55.2,0.0023
574,2218324871,63.6,0.0051
587,2255470382,64,0.0019
338,2253532738,43.8,0.0025
544,2252894779,64.7,0.0027
36,2254033588,57.6,0.0026
578,2218361996,78.4,0.0029
512,2256216498,55.6,0.0035
574,2256301006,68,0.0019
52,2256321230,44,0.0019
56,2248336255,51.9,0.0021
563,2256575657,76,0.0019
587,2248701506,79.3,0.0023
126,2256365459,51.7,0.0023
512,2256051765,58.6,0.0023
574,2256895683,80,0.0023
170,2257024758,73.3,0.0023
198,2248890689,35.5,0.0024
182,2231447582,63,0.0021
276,2243276549,55.6,0.0028
574,2256341565,65.6,0.0025
512,2252525834,52,0.0019
2,2221071252,55.6,0.0021
586,2250197179,65.5,0.0023
198,2255951041,48.1,0.0021
583,2256228805,60,0.0019
556,2219440325,44,0.0019
563,2243216126,68.4,0.0030
56,2255928647,36,0.0019
587,2244053594,60.4,3.1013
150,2250896753,54.9,0.5302
441,2253890590,54.5,0.0026
338,2252212739,55.5,0.2602
563,2244148744,54.8,0.0171
563,2245372384,58.1,0.7198
563,2247216584,51.7,0.0323
36,2253429704,23.1,0.0020
276,2211792968,49.8,0.6155
585,2244858062,50,0.0080
276,2252968126,49,0.3909
512,2243675132,36.8,0.0068
170,2247155376,58.1,0.1685
338,2220244635,53.7,0.0042
563,2253632888,48,0.0019
276,2205288598,51.2,0.2585
556,2249451544,65.5,0.0023
12,2126929743,56.6,0.1165
574,2213605320,63.6,0.0043
36,2251977253,59.5,0.0102
556,2235031767,56.6,0.1195
556,2251734378,63,0.0072
512,2251999978,49.4,0.0782
512,2252684750,28.8,0.0092
211,2243456114,47.5,0.0031
182,2240720156,53.2,0.0062
390,2250805302,48.6,0.0027
338,2207215523,64.9,0.0029
36,2246784072,54.8,0.0374
36,2251358740,55.6,0.0021
276,2207748010,50.4,0.0222
585,2243176951,54.9,0.0055
126,2253735697,34.9,0.0034
126,2254011294,56.3,0.0266
546,2243719059,59.9,0.0177
586,2248472037,55.2,0.0045
548,2249413282,62.5,0.0056
555,2253130030,43.3,0.0023
512,2201024014,52.6,0.0260
512,2226831473,72.9,0.0046
150,2251459225,76.1,0.0036
150,2254112426,62,0.0055
547,2119488377,58,0.0102
338,2200646528,54.2,0.0037
338,2252067202,62.5,0.0321
56,2249150689,48,0.0019
563,2252949109,53,0.0091
563,2254085504,59.6,0.0041
36,2254148442,45.2,0.0024
538,2214705581,43.4,0.0243
161,2238947125,57.7,0.0087
555,2245481952,52.4,0.0033
587,2245568039,64.6,0.0051
587,2246734804,57.6,0.0313
555,2250504788,25,0.0025
52,2142023446,37,0.0314
52,2198852441,54.1,0.0173
512,2254101630,53.8,0.0020
441,2246881458,66.7,0.0033
338,2248636863,61.9,0.0033
338,2254165233,67.9,0.0022
56,2225229661,40,0.0039
56,2245229017,48.6,0.0027
36,2247990096,53.6,0.0086
56,2250622006,59.5,0.0029
571,2254078749,62.1,0.0023
276,2253529873,48.5,0.0053
546,2252589700,60.8,0.0112
556,2198787611,73.6,0.0056
555,2249424954,57.1,0.0027
512,2248441454,52.9,0.0027
170,2249606104,64.1,0.0030
170,2251059095,56,0.0019
142,2097548289,52,0.0019
182,2208520996,55.8,0.0034
182,2219879082,59.5,0.0033
441,2242528534,75,0.0037
547,2246212024,50,0.0101
338,2254278904,56.5,0.0036
571,2253173177,53.3,0.0023
276,2254127211,43.2,0.0029
548,2160861692,58,0.0108
430,2241571772,56.7,0.0023
587,2244256141,56.4,0.0073
587,2253266064,53.3,0.0035
587,2254327858,48.8,0.0032
182,2243466991,56.8,0.0029
563,2252645166,64.1,0.0030
571,2254365899,43.6,0.0073
276,2220715171,65.7,0.0027
555,2254372444,33.3,0.0033
541,2250925510,41.5,0.0032
36,2254405666,41.6,0.0060
585,2254393275,46,0.0068
276,2228340025,48.9,0.0072
548,2168022535,47.1,0.0027
555,2252448100,60,0.0019
556,2254479222,62.2,0.0029
512,2252637072,62.2,0.0029
538,2244167401,57.4,0.0037
2,2253969475,63,0.0021
555,2252773234,59.1,0.0034
338,2211233959,67.6,0.0106
563,2254573911,62.1,0.0051
276,2254373544,34.6,0.0020
556,2246723069,57.6,0.0046
512,2198789544,50,0.0020
338,2201971379,57.5,0.0062
31,2253909474,38.2,0.0027
198,2254615507,60,0.0019
557,2216767867,61.5,0.0041
555,2254297852,75.7,0.0029
182,2254423072,63,0.0021
563,2253745316,71.2,0.0041
563,2253928238,61.1,0.0028
563,2253993975,51.9,0.0042
36,2254682365,75,0.0031
587,2249328860,57,0.0078
182,2204282940,61.2,0.0076
574,2233075900,53.5,0.0034
56,2245154802,44.9,0.0038
563,2248976118,48.4,0.0024
563,2254801450,55.6,0.0021
586,2254782546,61.5,0.0020
555,2254690634,65.4,0.0041
170,2254827542,47.4,0.0044
441,2238719376,57.9,0.0030
563,2254181035,70.5,0.0034
557,2219228395,43.3,0.0023
150,2254886103,52,0.0080
142,2254203496,85.2,0.0021
56,2249155817,64,0.0039
276,2254870890,58.8,0.0027
