,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Nerubian Egg,0.0040520937,-0.04990823,-0.41484153,0.14352046,0.14574045,0.039535753,0.80338895,-0.39599872,-0.42052045,0.5967722,0.40749565,-0.551236,0.43060687,-0.4244165,0.20700148,0.80100375
Defias Cannoneer,-0.65536535,-0.21518178,-0.08513486,0.28537345,1.9206583,0.6498099,1.4367836,-0.47845045,-0.32763314,-0.40373215,0.9804482,0.27765054,0.18962128,0.11136896,1.0415486,-0.1800475
Shiver Their Timbers!,-0.5698985,-0.012593289,-0.30641052,0.243962,1.9081095,0.5577949,1.5281439,-0.70530504,-0.59984463,-0.60587335,0.97031933,0.37728295,0.20825729,-0.1948822,0.8591967,-0.13766915
Trench Surveyor,-0.25655246,-0.098460436,-0.45111156,0.703186,0.23577093,1.149643,0.8175065,-0.17854598,-0.64996004,1.2020117,-0.3141953,-1.0025992,0.24338362,0.57324517,0.22788766,-0.10412775
Tidelost Burrower,0.6387996,0.36234468,1.096963,-0.08083286,1.0425867,1.3783083,1.4243128,-1.1349704,0.292456,-0.0073967236,0.110541604,-0.7189184,-0.42074737,0.15761973,0.64181054,0.97401166
Banshee,-0.5101014,-0.8801105,-0.010182015,-0.32282338,0.012880185,0.5997156,1.3401798,0.563523,0.4820711,-0.45837292,0.8008815,-1.137881,-0.18986647,-0.25677404,-0.15705901,0.26909465
Noxious Infiltrator,-0.37328726,-0.22897175,0.3309799,0.94270664,0.7990437,-0.18445487,0.75099707,-0.43178394,-0.12721539,-0.554683,-0.6718257,-0.23926565,0.048107028,-0.45209026,0.7645475,-0.038633615
Security Automaton,-0.30786708,-0.13752037,-0.8712237,0.47311553,0.29919216,1.454095,0.7830816,-0.3723671,-0.53428084,0.8087633,-0.16983415,-1.0156214,0.6690306,0.7571383,0.20461114,-0.13631667
Ramming Mount,-0.21276732,-0.54133254,-0.40717733,0.00065570173,1.1557528,0.092223324,0.19566175,-0.21409006,-0.15459363,0.4804014,0.04216799,-0.7663893,1.4156383,-0.29625332,-0.08110043,1.0092725
Boomkin,0.5315114,-0.9654189,0.79992837,-0.42843902,0.09551778,0.2831928,0.5441372,0.46518818,-0.52807623,-0.08651494,0.12570062,-0.13004048,0.9422139,-0.13442625,0.32864955,-0.117966756
Druid of the Reef,0.30159533,-0.7253641,0.8680896,-0.7246222,0.3252642,0.35612997,0.4050294,0.27881384,-0.21485764,-0.14829497,0.18570445,-0.3491632,1.0167688,-0.437536,0.4423697,-0.028568963
Southsea Captain,-0.4482298,-0.006521144,-0.34433007,0.1851794,1.8851949,0.746427,1.4866577,-0.62482345,-0.391505,-0.6750785,0.9897345,0.08354507,0.29885873,0.02933742,1.3349628,-0.07489237
Bone Glaive,1.0240839,-1.16579,-0.76191854,-0.08574856,0.5182477,0.34887865,1.2531992,-0.28295535,1.2358712,0.58504426,-0.848295,-0.25053626,-0.19534938,-1.2822247,0.8451593,0.6994886
Wayward Sage,0.6411459,-1.1218706,-0.77447677,-0.5534138,0.7660076,0.26954606,0.7611073,-0.43612233,1.1830662,0.6791197,-0.57575953,-0.50934976,0.10808291,-1.0614072,0.546995,0.48752204
Outrider's Axe,-0.24523482,-0.5557971,0.013941968,-0.029420791,1.7784617,-0.10630138,1.270837,-0.12242863,-0.79108113,0.36493528,0.514128,0.56058806,-0.12437177,0.066955306,0.35894185,-0.3232593
Fiendish Circle,0.23742904,0.241436,0.47560188,-0.24031444,-0.33201438,0.31028765,1.522988,-0.45008054,-1.5290031,0.14185742,-0.30405587,-0.42725143,0.11186444,-1.4346755,0.15538427,0.8070281
Seafloor Savior,-0.2741945,-1.0672903,-0.38368252,-0.18255879,0.653341,2.5445786,1.2443856,-0.5870775,-0.3281961,-0.43080047,-1.208711,0.2705488,0.48106015,0.17643897,-0.13987352,0.39915255
Queen Azshara,-0.4973995,-0.65127087,0.50032383,0.8301554,0.6067645,-0.20065616,0.43287513,-0.33694795,0.00084881025,-0.34537724,-0.709332,-0.56522155,0.26575693,-0.63204753,0.30418345,-0.28676724
Sleetbreaker,0.7513619,0.23785318,0.8637276,0.43441755,1.0693796,0.9312761,0.8850935,-0.39469826,0.23725796,0.24712218,-0.1854639,-0.46722284,-0.030136121,0.5234452,0.4775568,1.2154655
Legionnaire,0.7420427,0.24441546,0.67332417,0.7936957,0.67409426,0.39416438,0.7877915,0.17071484,-0.17313562,0.3678506,-0.37750143,-0.27112734,-0.044560004,-0.05459914,0.6517026,1.0585009
Acolyte of Death,-0.06540121,-0.9348986,0.43117818,0.45061675,0.15642643,0.49801248,1.1110198,-0.19595107,0.3078749,-0.015522752,0.91005784,0.08704081,0.029152114,-0.90871423,-0.79068786,0.26647392
Mothership,-0.2754729,-0.27022773,-0.7895763,0.6291608,-0.14011227,0.58243847,0.81690687,0.08981887,-0.015792126,0.82748914,-1.202178,-0.46094427,0.6997397,0.4960807,1.1101815,-0.23067372
Bone Flinger,-0.15679505,-0.46843255,0.55472535,-0.09178903,0.16853425,0.0789595,0.7906679,0.40542275,0.08654159,0.13039699,0.28769708,-0.6815242,0.39623103,-0.21894875,-0.1457318,-0.08809851
Relic Vault,1.0529087,-0.82471746,-0.57148355,-0.16395208,0.5551828,0.1635623,1.0215843,0.27641898,0.74822533,0.19444624,-0.7105577,-0.02133966,-0.05123524,-1.767329,0.07094694,0.012546042
Sunwing Squawker,0.041573435,-1.259816,-0.4879184,-0.31318578,0.69501936,2.53906,1.2863517,-0.52266353,-0.14408799,-0.30272233,-1.282092,0.32521662,0.3814923,0.28697935,0.20603846,0.45135164
Vexallus,0.2789306,-0.6325884,0.33758634,0.56504685,0.48299825,0.7895415,0.22204678,0.05858156,-0.38739118,0.8711111,-0.47993544,-1.4934797,-0.18901771,-1.0353489,-0.12752578,-0.8177792
Primordial Protector,0.53824186,0.043791953,0.27822584,0.89414066,0.56247365,0.35108525,0.39338583,0.7307034,-0.18781012,0.44449848,-0.43324313,-0.8611437,0.15223108,0.20548274,0.29366517,0.96862507
Bracing Cold,1.3212123,-0.06276059,0.7453156,0.7740449,1.0869446,0.06702633,1.0207428,-0.014492666,-0.25658256,0.1599927,-0.48618072,-0.22058046,-0.2044733,0.10845719,0.99064875,1.2751702
Malygos the Spellweaver,0.5459984,-0.94602567,0.46031356,0.6590593,0.35319704,0.54312503,-0.058510322,0.32319292,-0.62483877,-0.25968963,-0.024752147,-0.027726147,0.80427474,-0.08339933,-0.07989465,0.13848549
Shadow of Demise,-0.77281076,-0.7056147,0.7721711,0.7569064,0.6442997,-0.23438211,0.51921844,-0.25163224,0.008004174,-0.43291813,-0.902234,-0.37510705,0.29346374,-0.6837534,0.5363989,0.20929976
Oasis Thrasher,-0.2912041,-0.41767287,0.09265885,-0.042133953,-0.03010557,0.2894684,1.5481293,-0.040273685,0.4975408,0.7666378,0.6412828,-0.5565884,0.3275661,0.10645,0.017501935,0.33611846
Sinful Brand,0.94289595,-0.8469707,-0.7831491,-0.21234076,0.40923262,0.51115644,1.3615769,0.13392232,1.1016146,0.47220513,-0.79233676,0.07570589,-0.06119802,-1.5717063,0.25375918,0.32011944
Nourish,0.6783383,-0.6733654,0.87290186,-0.3551951,0.4736382,0.2580727,0.53933734,0.2502124,-0.51046574,-0.49165884,-0.027631076,-0.08435937,1.0219277,-0.24949296,0.107104555,-0.19766316
Caria Felsoul,0.9371555,-0.82330674,-0.6233065,-0.25811535,0.3616919,0.10912866,1.1495774,0.064214595,0.7746617,0.26190716,-0.70009506,-0.021425422,-0.08912555,-0.825324,0.4636161,0.40196317
Lost Exarch,0.049311027,-0.22786929,-0.0120636625,0.07467027,0.29330772,-0.2011511,0.93355554,-0.0014454669,0.5286345,0.15300345,-0.2633734,-0.13649918,0.0843206,-0.92920655,0.3004022,-0.08478237
Convincing Disguise,1.3691409,-0.04941319,1.0045484,0.9560152,0.6140449,0.41462904,0.97550064,-0.1666226,0.048769727,0.13020945,-0.49859,-0.49692258,-0.23863599,-0.12635387,0.63629997,1.3760935
Objection!,0.1707292,-0.8660138,0.5958857,0.9024434,0.48526597,0.601334,0.004415467,0.2787058,-0.8165021,0.7575896,-0.6080114,-0.948246,0.064764395,-0.64845645,-0.6014831,-0.45720273
High Priestess Jeklik,0.49731502,-0.0074922037,0.24068221,-0.15434165,-0.22283815,0.12984891,1.1153579,-0.5007749,-1.057556,0.18188623,-0.27642974,-0.31841725,0.10364846,-0.63373077,0.33844855,0.74721867
Power of the Wild,0.33202627,-1.1322697,0.7429646,-0.9516953,0.4028643,0.3983255,0.4546088,0.21979745,0.1725277,0.14604896,0.71393573,-0.6318549,0.98224914,-0.24535596,0.7361014,0.20717792
Shield Shatter,-0.2727711,-0.57214326,0.059489116,-0.15061752,1.8126574,-0.015958646,1.1536413,-0.22869602,-0.8742444,0.31204128,0.35281146,0.7194959,-0.11998004,-0.10070602,0.39127833,-0.31475
Doomsayer,-0.13981606,-0.16678251,0.25323108,-0.023250857,0.101805285,0.39515504,0.5892852,0.77920234,-0.60227627,-0.023120716,0.0018802808,-0.16493541,0.61361504,-0.32104868,0.10492151,-0.01997862
Illuminate,-0.06586892,-0.8220376,-0.19437149,0.45316058,0.50399214,0.1215652,1.328657,1.240019,-0.35647702,-0.5038664,-0.3535488,-0.56462616,-0.34973776,0.35933635,-0.49191692,0.54146224
Shield Block,-0.09935412,-0.6865039,0.14437991,-0.0831611,1.8600255,-0.339834,1.1555864,-0.092688814,-0.81557906,0.5379633,0.3019379,0.72113234,-0.09373751,-0.12809642,0.2756185,-0.25035983
Consecration,-0.2593636,-1.026986,-0.24224888,0.030030904,0.6142277,1.7380188,0.78924507,-0.39679298,-0.26407847,0.03283531,-1.0428549,0.5065354,0.62231797,0.3233973,0.02923959,-0.019984307
Encumbered Pack Mule,-0.0016664201,-0.2021305,-0.52922887,-0.32990432,0.6316052,-0.16620576,0.84256166,-0.35977924,-0.57421714,0.6914912,-0.04313071,-0.5155033,1.3316914,0.3744351,0.23281991,0.64317566
Aimed Shot,0.6830775,-1.0170003,-0.58434457,0.66320705,1.1518058,0.040316567,0.046517916,-0.93604314,-0.61387885,-0.34552383,-0.29341155,-1.3260877,0.8573502,-0.40322843,-0.63903177,0.52028847
Enchanter,0.535489,0.32328752,-0.13749538,0.34241074,-0.12879217,-0.013421522,1.2225828,-0.032538183,-0.5017453,0.079949096,-0.18854715,-0.012390382,0.50589776,-1.0519779,0.09665322,-0.115600854
Leatherworking Kit,-0.30397207,-0.38723594,-0.7863533,-0.19081236,0.80445683,0.482866,0.7639269,-0.85243446,-0.67267144,0.5571708,0.018948399,-0.9775397,1.652235,0.31867984,-0.3079153,0.98323846
Spectral Trainee,-0.1817676,-0.5662672,0.6193885,0.93811136,0.35429338,0.9436904,0.2682676,0.053586487,-0.31781647,0.5336755,-0.43124652,-0.959391,-0.009577183,-1.0456831,0.07369519,-0.97670037
Fossil Fanatic,0.91243196,-1.3481516,-0.59751254,-0.5599381,0.996773,0.23010859,0.70903474,-0.446769,1.0920141,0.4839306,-0.5650898,-0.37931365,0.16467701,-1.4011741,0.5452764,0.08298656
Coldtooth Yeti,-0.6241134,-0.5091437,0.3765927,0.6130994,0.569148,-0.025706442,0.52394044,-0.4475149,-0.07429282,-0.44265363,-0.68821776,-0.14495341,0.36487666,-0.49427915,0.5050676,0.046965394
Suspicious Usher,-0.45787418,-0.45686397,-0.0054573137,0.082108356,0.39846924,0.06623252,1.3359485,0.9010914,-0.07441235,-0.045124855,-0.47553524,-0.7864689,0.037298676,0.41642725,-0.33551764,0.12290152
Mind Eater,-0.36245096,-0.34078917,-0.018281536,-0.25291628,0.5153686,0.23914552,1.3114244,0.8363096,-0.044476926,-0.47326013,-0.07245627,-1.1805482,-0.31931457,-0.09641875,-0.32099536,0.16663559
Azure Drake,0.03872313,-0.5401403,-0.054004107,0.8082032,0.13815792,0.43439412,0.8279275,0.46960688,-0.14606923,0.10641653,0.038048964,0.04837572,0.49448353,0.28653833,-0.21993653,-0.25918627
Volatile Skeleton,-0.2261336,-0.57477033,0.19569874,0.53210765,-0.28568792,0.53434104,1.0473036,0.83535033,0.43830407,0.37259063,0.17714368,-1.2450423,-0.33899975,-0.14756729,0.11250374,0.101007506
Sinful Sous Chef,-0.27801776,-1.290194,-0.44048923,-0.06683743,0.50652707,2.5683012,1.247432,-0.4947422,-0.34013546,-0.57274425,-1.3652726,0.4026982,0.55902797,0.045900367,-0.1340955,0.595542
"""Varian King of Stormwind""",0.25378546,-0.5406566,0.55037576,-0.12907867,0.008499514,0.5145395,0.746789,0.08369352,-0.49284536,0.12969333,-0.2702571,0.18291436,0.8150518,0.36580727,0.4076897,-0.17051268
"""Kurtrus Demon-Render""",0.83732015,-1.0439988,-0.7133418,-0.20463213,0.57471275,0.12015801,0.96659297,0.19040306,0.860525,0.3605958,-0.552168,-0.1395449,0.06921572,-1.7219111,0.22275576,0.049047813
"""Sylvanas the Accused""",0.11564965,-0.02564258,0.25637954,-0.00036823528,0.2640844,0.11413081,0.79352254,-0.1669748,-0.071696855,0.05810174,0.16307561,-0.32680705,0.7591112,-0.39675978,-0.3599689,0.18203151
Lifedrinker,-0.16733399,-0.7043512,-0.15335691,0.7317872,-0.17428313,0.13384655,0.5488705,-0.30656198,0.039450124,0.7060213,0.31222102,-1.0184081,0.9809663,-0.135823,-0.13463107,0.26624656
Cobalt Scalebane,0.804475,-0.86786604,-0.05548366,-0.7864933,-0.011967755,0.5648932,0.5858762,0.50085324,0.34352714,0.6265374,-0.43709967,-0.565922,0.099459656,-0.24721612,0.7039161,-0.13484932
Azsharan Saber,0.07091438,-0.46285063,-0.3611901,0.06485728,1.1834811,0.05381483,0.14424337,-0.21839915,-0.17751259,0.43123183,0.071570635,-0.7007638,1.3981452,-0.38536653,-0.0641023,1.113811
Al'Akir the Windlord,1.5145911,-0.019135136,0.6319852,0.5995919,1.095794,0.19865711,0.83654886,0.18452743,-0.19483922,0.074067235,-0.63128954,-0.4124163,-0.092132196,0.12680928,0.838065,1.1598347
Eye Beam,0.77547216,-1.0032392,-0.6296511,-0.3368906,0.3338002,0.2389225,0.96682596,-0.11678027,0.63314575,0.42420894,-0.71322125,-0.15217273,-0.35039684,-1.5362887,0.43123096,0.14950705
Bloodscent Vilefin,0.055956926,0.8399768,0.6817192,-0.29751974,0.5894934,1.2089745,1.7354193,-1.0799342,-0.60566795,0.027300946,0.21555324,-0.8527567,-0.5846215,-0.32572174,0.39998132,0.716562
Vampiric Blood,0.039234042,0.21865632,0.34415674,0.26080483,0.5626734,0.1526349,1.0861071,-0.081241116,0.27242368,0.117714524,0.058888897,-0.09500429,0.5301065,-0.59484434,-0.6095679,-0.09565025
Gorillabot A-3,-0.29889104,-0.0045509576,-0.8313878,0.42357874,0.32473445,1.3564479,0.7239184,-0.5586742,-0.3688579,0.8510914,-0.37051287,-1.0723844,0.98136955,0.65182966,0.2437979,-0.21742056
Wickerclaw,0.33155522,-0.71284866,0.55755967,-0.7471908,0.28985637,0.8128238,0.058914445,0.3440043,-0.45009738,0.04161772,0.30421928,-0.58371097,0.6823545,-0.5232674,0.70876163,0.016833527
Brasswing,-0.41900504,-0.72133446,-0.13518311,-0.10810899,0.4771381,1.5771374,1.0916584,-0.14815623,-0.1553801,0.16334116,-0.8095496,0.6975074,0.36461037,0.2901224,0.101204954,-0.12840092
Kidnap,-0.8542444,-0.74362206,0.5624947,0.8955291,0.67511374,-0.15360348,0.6446744,-0.4347837,-0.0756947,-0.61514395,-0.9016855,-0.016484907,0.44904923,-0.55636674,0.7640155,0.087133855
Elder Nadox,0.42438284,-1.1464267,0.7487377,-0.65562034,0.19334929,0.4922211,0.59199655,0.12032904,0.4469834,-0.3917081,1.0922506,-0.561857,0.9122446,-0.7066963,0.4875271,0.16914074
Cold Case,0.10534596,-0.5681594,0.17412406,0.81593686,0.69397473,0.91592145,0.15409122,0.20652251,-0.36404777,0.5955298,-0.06796273,-0.96747726,0.023555785,-0.9140466,0.011141343,-0.7393208
Snowblind Harpy,0.68676394,-0.844474,0.32171878,1.3047271,0.23718531,0.94797486,0.18327107,0.06822053,-0.2981967,0.5810718,-0.101379536,-0.35972634,-0.40912127,-0.51786196,-0.4397115,0.055198044
Seek Guidance,-0.31144258,-0.36344165,0.14503066,0.14894053,0.6732992,-0.18872753,1.1836284,0.9398781,-0.37116444,-0.01176059,-0.50339,-0.744866,-0.015795879,0.2096711,-0.47850928,0.121443644
Tinyfin's Caravan,0.406267,0.5792468,0.85794544,0.19712688,0.9049441,1.0678047,1.4387039,-0.93609315,-0.0326968,0.26681232,-0.11676192,-0.46317467,-0.6809835,-0.19107546,0.43574238,0.9860927
Might of Menethil,-0.068134554,-1.0359138,0.35833964,0.41655517,0.16833295,0.47074834,0.9799535,-0.18337859,0.24815094,-0.06451788,0.7408492,0.21332775,0.11289542,-1.012404,-1.0113558,0.40708405
Warsong Wrangler,0.08660799,-0.59965575,-0.7181193,-0.08220477,0.7810068,0.551776,0.11061194,-0.6974544,-0.5066894,0.2985129,-0.20755923,-0.91391546,1.0971887,-0.07988253,-0.0755112,0.4568576
Relic of Phantasms,0.93937606,-0.90079963,-0.61555535,-0.10034545,0.56485873,0.2607561,1.0421827,0.28671086,0.6590093,0.2388589,-0.6383934,0.07830126,-0.25426742,-1.808263,-0.018116167,0.08563263
Spring the Trap,0.5705329,-0.9795876,-0.7201168,0.6757037,1.0109673,0.15967883,-0.028460287,-0.6632606,-0.754869,-0.4428542,-0.17364511,-1.1229157,0.9673908,-0.48342517,-0.4329406,1.079021
Colaque,0.60846746,-0.9667215,0.61888295,-0.4811859,0.14435805,0.58794343,0.49340126,0.37483615,-0.024937617,-0.008047285,0.23412342,0.033036362,1.0910791,-0.41823968,0.27837238,-0.10079871
Blood Tap,-0.06816569,-0.2611244,0.42931518,0.13929696,0.24779084,0.06250632,1.2344252,-0.3989432,0.29786295,0.29568562,0.52123207,-0.16259983,0.552664,-0.46342653,-0.43339252,-0.15932187
Riot!,-0.13887103,-0.98111165,0.064206935,-0.7442374,1.6882002,0.54263365,1.0905672,-0.7139851,-0.6515641,0.897734,0.5910316,-0.07452291,-0.37640458,0.06356746,0.69808745,-0.07555744
Kobold Geomancer,0.5282087,-0.7386112,0.40776196,-0.25438547,0.31944233,0.7669714,0.06392733,0.005951157,-0.4484883,-0.141243,-0.033255212,-0.27381456,0.8161266,-0.2782009,0.38240364,-0.2851052
Blackwater Cutlass,-0.77033216,-0.7378127,0.663268,0.69634545,0.66290766,-0.29907465,0.49959096,-0.2451321,0.01507624,-0.43607038,-0.9511038,-0.38256264,0.30764958,-0.69786555,0.5718161,0.21774793
Neptulon the Tidehunter,0.73463494,-0.18979725,0.43815017,0.7390683,0.4676661,0.05190552,0.7217093,-0.14563668,0.58732474,-0.248985,-1.04889,-0.10752118,0.13633063,-0.4112033,1.2489974,0.49919763
Axe Berserker,-0.12139276,-0.78856283,0.073002234,-0.47065622,1.4393255,0.31354016,0.94193256,-0.5969877,-0.3351272,0.84806347,0.49806428,-0.0012156037,-0.25116512,-0.042450503,0.5722898,-0.12809417
Dreadlich Tamsin,0.4707624,0.17971341,0.20159698,0.035113364,-0.13019894,-0.072886094,1.5907391,-0.3124495,-1.3882558,0.10076015,-0.33044112,-0.19200417,0.06934654,-1.189655,0.33506253,0.82476467
Frozen Touch,0.004259322,-0.6846143,0.06596372,0.5795802,0.6116653,0.90076065,0.18530194,0.1574801,-0.34438255,0.7791019,0.13831554,-1.160222,0.028315492,-0.972965,0.19353434,-0.7613845
Raid Leader,0.570531,-0.99443,-0.5258328,-0.695235,0.016553974,0.7615783,1.0595601,-0.13660541,0.8513439,0.5975113,-0.6487696,-0.49390104,-0.5806809,-0.73494846,0.5913061,0.32709086
Nightshade Bud,0.72979486,-0.80520254,0.60003906,-0.3461104,0.06187341,0.0940101,0.58365697,0.481401,-0.75318265,-0.32066306,-0.08268287,-0.20159242,1.0095758,-0.15033814,0.50517935,0.017293533
Bone Breaker,-0.06884042,-0.99647194,0.3234323,0.4292055,0.254909,0.29084292,0.98176765,-0.19278282,0.2909266,0.034503404,0.8011929,0.0748074,0.05863334,-0.9883464,-0.91287106,0.41995642
Topior the Shrubbagazzor,0.5417751,-0.7218773,0.8924819,-0.27672255,0.30174515,0.18539163,0.6231206,0.23688318,-0.3717545,-0.22521338,-0.06265883,-0.0647847,1.2678295,-0.0870363,0.05076226,-0.16115387
Sunfire Smithing,-0.25778002,-0.9154277,0.27256584,-0.5074375,1.9410694,0.17268589,0.9788327,-0.3244592,-0.8557807,1.0522681,0.5106503,0.027447421,-0.26365077,0.13951893,0.3761318,-0.28524473
Murkwater Scribe,-0.075130075,-0.72050476,-0.10982332,-0.17333272,0.899825,-0.05801148,0.30194762,-0.21932666,-0.11643692,-0.050172735,0.53710437,-0.49890012,1.432744,-0.2126074,0.18058726,0.753346
Nozdormu the Eternal,0.24982908,-0.07228031,0.27524316,-0.26307493,-0.22700341,0.47081316,0.9132931,-0.10289861,-0.6938033,0.065690055,-0.30564275,-0.11017757,0.3116683,-0.29843998,-0.120005034,-0.01365542
Loot Hoarder,0.38620618,-0.058641165,-0.11674837,-0.07164482,0.06313457,0.3842639,1.0058624,0.13517457,-0.4903319,0.5487403,0.29029855,-0.4618488,0.509956,-0.050589144,0.27934548,-0.6142555
Serpentbloom,-0.10876816,-0.48827523,-0.7928645,-0.23853217,0.79103655,0.20289195,0.60057616,-0.24830759,-0.3742328,0.49631193,-0.11165122,-0.9514893,1.3690635,0.3046023,-0.36748087,0.56430376
City Architect,-0.29495534,-0.48011464,-0.3539415,-0.055263195,0.43290043,0.8386395,0.9846473,0.71818596,-0.12299242,-0.23284617,-1.1432289,-0.005010858,0.10217184,0.6697737,-0.106592864,0.17430282
Kargal Battlescar,-0.22436377,-0.30143878,-0.09463274,0.020729885,0.43130156,0.267357,1.0180715,0.9826334,-0.25953105,-0.14278497,-0.41632125,-0.5449998,0.008572685,0.030661283,-0.4169459,0.13297969
Youthful Brewmaster,0.15516363,-0.05514489,0.43339303,0.50082856,0.4411724,0.08796417,0.77617717,0.17890666,0.023847764,0.035309356,-0.03372315,-0.24602911,0.63547415,-0.16112669,-0.19057824,-0.06109401
Lightning Bolt,0.83502597,0.0010898418,0.6043117,0.20654352,0.45468056,0.5500185,1.0788317,-0.34961084,-0.022434926,0.11874928,-0.21379347,-0.31752282,-0.42121828,0.0378768,0.8003331,1.0219254
Suspicious Peddler,0.046544332,0.17163521,0.12209903,-0.1762853,-0.28679883,-0.071890175,1.4755275,-0.10203749,-0.6579994,0.139562,0.14791064,-0.29236424,0.09993774,-0.5883841,0.44636303,0.596584
Frostsaber Matriarch,0.4862395,-0.8517402,0.42842314,-0.8460496,0.36916822,0.7799899,0.117912784,0.024042653,-0.52849746,0.0059433235,0.38250846,-0.37775594,1.3224475,-0.28611386,0.644201,0.4390033
Blackscale Brute,-0.077904075,-0.9032272,-0.019554215,-0.31080255,1.6927906,-0.16584063,1.1291877,-0.26990837,-0.6101776,0.43192452,0.39138383,0.63881564,0.058166668,0.03698646,0.34558225,-0.0793491
Azsharan Sentinel,0.049940176,-0.37294385,0.06333909,-0.16773911,-0.16480756,-0.078536846,1.1691309,0.72132885,-0.3314572,0.39308026,-0.23026505,0.021233559,0.65665436,0.17947412,0.1818552,0.11461225
Florist,0.3352683,-0.65371066,0.74551547,-0.3200166,0.22814454,0.22399169,0.4176262,0.54658276,-0.48994195,-0.0028005557,-0.18476827,-0.09580252,1.1704454,-0.2006656,0.445663,0.116685815
Popsicooler,-0.016665636,-0.46834278,-0.11129607,0.26652253,0.32061082,-0.067585036,0.9694564,0.91506696,-0.023305193,0.0518865,-0.57530195,-0.64346355,0.19320959,0.0800238,-0.19872786,-0.081458576
Order in the Court,-0.31316024,-0.9733149,-0.25674954,-0.16634864,0.6186158,2.325583,1.1572729,-0.42409796,-0.20266053,-0.4959203,-1.0175606,0.40576622,0.4085622,0.108194835,-0.14892752,0.29422915
Earthen Scales,0.61303246,-0.7913532,0.8693145,-0.19525225,0.32340968,0.20703596,0.5631599,0.27571476,-0.53957134,-0.2147042,-0.014789276,0.0096008405,1.141423,-0.15925501,0.076305196,-0.15642603
Overseer Frigidara,0.01162953,-1.0255414,0.42096645,0.4204093,0.2902715,0.44985667,0.94596213,-0.108507045,0.31127924,-0.0313495,0.79380625,0.13597634,-0.023931423,-1.0046108,-0.9963802,0.44080734
First Flame,0.41489425,-0.6575243,0.5518115,1.210039,0.5105745,0.8753452,0.20294595,0.18710004,-0.471756,0.5121732,-0.33496112,-1.1197132,-0.1650906,-0.5869274,0.016805211,-0.6280312
Doggie Biscuit,-0.13953455,-0.4858787,-0.51103,-0.08351912,0.9162663,0.115827456,0.29422477,-0.43519452,-0.37547272,0.5198913,0.015059371,-0.73672366,1.4028643,-0.2979515,-0.13950747,1.031595
Swiftscale Trickster,-0.8191978,-0.7516222,0.74441105,0.65250164,0.6890785,-0.2731432,0.5304018,-0.43671453,-0.07327353,-0.4791169,-0.8505888,-0.45916146,0.3296094,-0.5893632,0.34693387,0.013296589
Dozing Kelpkeeper,0.3052412,-0.6412968,0.8238749,-0.50033265,0.32165554,0.34818077,0.49355963,0.44743216,-0.38967264,-0.16461864,-0.02981666,-0.13180885,1.1670133,-0.21554916,0.28667527,-0.113267526
Imbued Axe,-0.423446,-1.1111091,0.44336665,-0.8122704,1.5009615,0.10451738,1.0142068,-0.8496478,-0.6169103,1.3972129,0.8231434,-0.22939622,-0.16323625,-0.4306218,0.5697175,0.23274249
Tenacious San'layn,0.36128646,0.051843457,-0.28654382,-0.04112312,-0.0024169341,-0.09845771,1.0505706,0.22234564,0.2577668,0.15810056,-0.36636597,-0.66484064,0.6137802,-0.16919191,-0.3208931,0.5056435
Ice Trap,0.74610496,-0.8751372,-0.7515528,0.69878125,1.2328805,0.2112585,0.03276948,-0.62353235,-0.73166883,-0.27385628,0.050597806,-1.3088914,0.8045596,-0.3199359,-0.45047197,0.6904515
Infected Peasant,0.06714166,-0.14227319,0.5638176,-0.06669416,0.30760577,0.18228506,1.0645703,0.25266597,0.19258809,-0.103241526,0.28081295,-0.15206243,0.6735667,-0.31184703,-0.4073943,-0.16400622
Voidwalker,0.14192049,0.06271025,0.71442044,-0.31169525,-0.5657866,0.2161243,1.6276735,-0.9820533,-1.5019362,0.4761665,-0.43906838,-0.64869285,0.36476386,-1.0476251,-0.10589274,0.7566229
Cleric of An'she,-0.13601457,-0.31541032,-0.021823162,0.62520933,0.34268844,-0.050321635,1.2897781,0.95936114,-0.41434148,-0.075000435,-0.82508814,-0.70737416,-0.071958385,0.3166046,-0.45008674,-0.019941168
Dragged Below,0.254668,-0.12246687,0.26614684,-0.20827578,-0.24029244,0.2267862,1.4000307,-0.694638,-1.6444163,0.017764572,-0.33456132,-0.0010699882,0.021994835,-1.3373963,-0.08351144,0.6941495
Xyrella,-0.29509136,-0.5641195,0.009393496,0.16363424,0.63773733,-0.065819845,1.1678158,1.0016834,-0.42390224,-0.26897445,-0.47196066,-0.7652787,-0.088986896,0.2597005,-0.49753624,0.053243604
Multi-Strike,0.9720404,-1.1755929,-0.81846446,-0.41057172,0.6997822,0.11718915,0.98092043,-0.27987912,1.0548937,0.7131196,-0.79630053,-0.33424258,0.2566017,-1.6297958,0.6262179,0.3738695
Harbor Scamp,-0.6585964,-0.19018015,-0.036307175,0.3661151,1.9427156,0.53872275,1.332216,-0.48240733,-0.6064785,-0.33421022,0.95638674,0.24476697,0.44988823,0.15073447,0.9753366,-0.14965323
Explosive Sheep,0.27502805,0.28290474,-0.0123869,0.1616972,-0.42716745,0.032493126,1.4398345,0.5593157,-1.3509892,-0.2594369,-0.18328437,-0.6771355,0.24353449,-1.000989,0.500718,0.43332565
