card_id,card_name,class, mana, attack, health, durability, armor, text
74881,Twinbow Terrorcoil,HUNTER, 4, 4, 4, , , <b>Battlecry:</b> If you've cast a spell while holding this, your next spell casts twice.
69600,Savannah Highmane,HUNTER, 6, 7, 5, , , <b>Deathrattle:</b> Summon two 2/2 Hyenas.
78509,Convoke the Spirits,DRUID, 10, , , , , Cast 8 random Druid spells <i>(targets chosen randomly)</i>.
79535,Invitation Courier,NEUTRAL, 3, 3, 4, , , After a card is added to your hand from another class, copy it.
85597,Translocation Instructor,NEUTRAL, 5, 4, 4, , , <b>Battlecry:</b> Choose an enemy minion. Swap it with a random one in their deck.
64715,Stockades Guard,NEUTRAL, 1, 1, 3, , , <b>Battlecry:</b> Give a friendly minion <b>Taunt</b>.
70005,Build a Snowman,MAGE, 3, , , , , Summon a 3/3 Snowman that <b>Freezes</b>. Add "Build a Snowbrute" to your hand.
63375,"Kresh, Lord of Turtling",WARRIOR, 6, 3, 9, , , <b>Frenzy:</b> Gain 8 Armor. <b>Deathrattle:</b> Equip a 2/5 Turtle Spike.
64703,Impatient Shopkeep,NEUTRAL, 3, 3, 3, , , <b>Tradeable</b> <b>Rush</b>
79748,Dew Process,DRUID, 2, , , , , For the rest of the game, players draw an extra card at the start of their turn.
71252,Lightmaw Netherdrake,PRIEST, 4, 4, 4, , , <b>Battlecry:</b> If you're holding a Holy and a Shadow spell, deal 3 damage to all other minions.
72024,Lady Naz'jar,MAGE, 5, 5, 5, , , While in your hand, this transforms after you cast a Fire, Frost, or Arcane spell.
84235,Unleash Fel,DEMONHUNTER, 1, , , , , Deal 1 damage to all enemies. <b>Manathirst (6):</b> With <b>Lifesteal</b>.
86722,"Thaddius, Monstrosity",NEUTRAL, 10, 11, 11, , , <b>Taunt</b> Your odd-Cost cards cost (1). <i>(Swaps polarity each turn!)</i> <b>Taunt</b> Your even-Cost cards cost (1). <i>(Swaps polarity each turn!)</i>
84250,Ricochet Shot,HUNTER, 1, , , , , Deal 1 damage to three random enemies.
69558,Chaos Strike,DEMONHUNTER, 2, , , , , Give your hero +2 Attack this turn. Draw a card.
86508,Life from Death,DRUID, 6, , , , , Draw 3 cards. <b>Infuse ( ):</b> This costs (1).
72810,Saidan the Scarlet,PALADIN, 3, 2, 2, , , <b>Rush.</b> Whenever this minion gains Attack or Health, double that amount <i>(wherever this is)</i>.
86559,Sunfury Clergy,NEUTRAL, 3, 2, 4, , , <b>Battlecry:</b> Restore 3 Health to all friendly characters. <b>Manathirst (6):</b> Restore 6 Health instead.
69577,Battleworn Vanguard,DEMONHUNTER, 2, 2, 2, , , After your hero attacks, summon two 1/1 Felwings.
79537,Imp-oster,WARLOCK, 2, 1, 1, , , <b>Battlecry:</b> Choose a friendly Imp. Transform into a copy of it.
75552,Herald of Chaos,DEMONHUNTER, 3, 3, 4, , , <b>Lifesteal</b> <b>Battlecry:</b> If you've cast a Fel spell while holding this, gain <b>Rush</b>.
70221,Sneaky Scout,NEUTRAL, 2, 3, 2, , , <b>Stealth</b> <b>Honorable Kill:</b> Your next Hero Power costs (0).
73446,Za'qul,WARLOCK, 5, 6, 5, , , Your Abyssal Curses heal you for the damage they deal. <b>Battlecry:</b> Give your opponent an Abyssal Curse.
86692,Hookfist-3000,WARRIOR, 3, 4, 3, , , After your hero attacks, gain 4 Armor and draw a card.
85054,Anub'Rekhan,DRUID, 8, 7, 7, , , <b>Battlecry:</b> Gain 5 Armor. Your next 3 minions this turn cost Armor instead of Mana.
78145,Jury Duty,PALADIN, 3, , , , , Summon two Silver Hand Recruits. Give your Silver Hand Recruits +1/+1.
64425,Psyfiend,PRIEST, 3, 3, 4, , , After you cast a Shadow spell, deal 2 damage to each hero.
78155,Murlocula,NEUTRAL, 4, 3, 4, , , <b>Lifesteal</b> <b>Infuse ( ):</b> This costs (0).
78156,Buffet Biggun,PALADIN, 4, 2, 4, , , <b>Battlecry:</b> Summon two Silver Hand Recruits. <b>Infuse ( ):</b> Give them +2 Attack and <b>Divine Shield</b>.
73774,Aquatic Form,DRUID, 0, , , , , <b>Dredge</b>. If you have the Mana to play the card this turn, draw it.
69511,Mark of the Wild,DRUID, 2, , , , , Give a minion <b>Taunt</b> and +2/+3.<i> (+2 Attack/+3 Health)</i>
71690,Pufferfist,NEUTRAL, 3, 3, 3, , , After your hero attacks, deal 1 damage to all enemies.
77057,Flustered Librarian,WARLOCK, 1, 1, 3, , , Has +1 Attack for each Imp you control.
75881,Sire Denathrius,NEUTRAL, 10, 10, 10, , , <b><b>Lifesteal</b>.</b> <b>Battlecry:</b> Deal 5 damage amongst enemies. <b>Endlessly Infuse ( ):</b> Deal 1 more.
62873,Desperate Prayer,PRIEST, 0, , , , , Restore 5 Health to each hero.
64320,Granite Forgeborn,SHAMAN, 4, 4, 5, , , <b>Battlecry:</b> Reduce the Cost of Elementals in your hand and deck by (1).
72109,Excavation Specialist,NEUTRAL, 4, 3, 6, , , <b>Battlecry:</b> <b>Dredge</b>. Reduce its Cost by (1).
70022,Luminous Geode,PRIEST, 2, 1, 4, , , After a friendly minion is healed, give it +2 Attack.
71290,Drakefire Amulet,MAGE, 10, , , , , <b>Tradeable</b> <b>Discover</b> 2 Dragons. Summon them.
78117,Dispose of Evidence,DEMONHUNTER, 0, , , , , Give your hero +3 Attack this turn. Choose a card in your hand to shuffle into your deck.
76224,Ancient Krakenbane,HUNTER, 3, 3, 3, , , <b>Battlecry:</b> If you've cast three spells while holding this, deal 5 damage. <i>( left!)</i> <i>(Ready!)</i>
75866,Suspicious Alchemist,MAGE, 1, 1, 3, , , <b>Battlecry:</b> <b>Discover</b> a spell. If your opponent guesses your choice, they get a copy.
70027,Najak Hexxen,PRIEST, 4, 1, 4, , , <b>Battlecry:</b> Take control of an enemy minion. <b>Deathrattle:</b> Give the minion back.
75555,Submerged Spacerock,MAGE, 2, 2, 2, , , <b>Deathrattle:</b> Add two Arcane Mage spells to your hand. At the end of your turn, discard them.
63040,Celestial Alignment,DRUID, 8, , , , , Set your Mana Crystals to 0. Set the Cost of cards in your hand and deck to (1).
62878,Condemn (Rank 1),PRIEST, 2, , , , , Deal 1 damage to all enemy minions. <i>(Upgrades when you have 5 Mana.)</i>
66868,Ysera the Dreamer,NEUTRAL, 9, 4, 12, , , <b>Battlecry:</b> Add one of each Dream card to your hand.
64397,Jace Darkweaver,DEMONHUNTER, 8, 7, 5, , , <b>Battlecry:</b> Cast all Fel spells you've played this game <i>(targets enemies if possible)</i>.
72250,Redgill Razorjaw,NEUTRAL, 2, 3, 1, , , <b>Rush</b>
85649,Nerubian Flyer,DRUID, 2, 2, 3, , , <b>Battlecry:</b> If a friendly Undead died after your last turn, summon a 2/2 Nerubian.
86487,Jolly Roger,ROGUE, 1, 1, 3, , , After your hero attacks, summon a 1/1 Undead Pirate.
78644,Deathbringer Saurfang,DEATHKNIGHT, 5, 3, 5, , , <b>Taunt</b> <b>Deathrattle:</b> Return this to your hand. It costs Health instead of Mana.
64716,Mo'arg Forgefiend,NEUTRAL, 8, 8, 8, , , <b>Taunt</b> <b>Deathrattle:</b> Gain 8 Armor.
79596,Life Sentence,MAGE, 4, , , , , Remove a minion from the game.
77556,Door of Shadows,ROGUE, 1, , , , , Draw a spell. <b>Infuse ( ):</b> Add a temporary copy of it to your hand.
73424,Holy Maki Roll,PALADIN, 1, , , , , Restore 2 Health. Repeatable this turn.
72897,Urchin Spines,HUNTER, 1, , , , , Your spells this turn are <b>Poisonous</b>.
79503,Asphyxiate,DEATHKNIGHT, 3, , , , , Destroy the highest Attack enemy minion.
85041,Lingering Zombie,DRUID, 1, 1, 1, , , <b>Deathrattle:</b> Summon a 1/1 Disarmed Zombie with "<b>Deathrattle:</b> Summon a 1/1 Zombie."
69706,Stand Against Darkness,PALADIN, 4, , , , , Summon five 1/1 Silver Hand Recruits.
63380,Southsea Scoundrel,NEUTRAL, 4, 5, 5, , , <b>Battlecry:</b> <b>Discover</b> a card in your opponent's deck. They draw theirs as well.
69550,Innervate,DRUID, 0, , , , , Gain 1 Mana Crystal this turn only.
76319,Tar Creeper,NEUTRAL, 3, 1, 5, , , <b>Taunt</b> Has +2 Attack during your opponent's turn.
76272,Pyroblast,MAGE, 10, , , , , Deal 10 damage.
78153,Priest of the Deceased,NEUTRAL, 2, 2, 3, , , <b>Taunt</b> <b>Infuse ( ):</b> Gain +2/+2.
78320,Plague Strike,DEATHKNIGHT, 2, , , , , Deal 3 damage to a minion. If that kills it, summon a 2/2 Zombie with <b>Rush</b>.
77525,Death Blossom Whomper,DRUID, 5, 6, 5, , , <b>Battlecry:</b> Draw a <b>Deathrattle</b> minion and gain its <b>Deathrattle.</b>
74886,Raj Naz'jan,HUNTER, 2, 2, 3, , , After you cast a spell, deal damage equal to its Cost to the enemy Hero.
79992,Dinner Performer,NEUTRAL, 3, 2, 3, , , <b>Battlecry:</b> Summon a random minion from your deck that you can afford to play.
86574,Faithful Companions,HUNTER, 7, , , , , <b>Discover</b> a Beast from your deck and summon it. <b>Manathirst ( ):</b> Also summon a copy of it.
67207,Pathmaker,DRUID, 3, 3, 4, , , <b>Battlecry:</b> Cast the other choice from the last <b>Choose One</b> spell you've cast. <b>Battlecry:</b>
78363,Imp King Rafaam,WARLOCK, 6, 6, 6, , , <b>Battlecry:</b> Resurrect four friendly Imps. <b>Infuse ( ):</b> Give your Imps +2/+2.
84426,Magister's Apprentice,MAGE, 2, 3, 2, , , Your Arcane spells cost (1) less.
86567,ZOMBEEEES!!!,HUNTER, 2, , , , , <b>Secret:</b> After your opponent plays a minion, summon four 1/1 Zombees to attack it.
65591,Righteous Defense,PALADIN, 3, , , , , Set a minion's Attack and Health to 1. Give the stats it lost to a minion in your hand.
78146,Stewart the Steward,PALADIN, 3, 3, 3, , , <b>Deathrattle:</b> Give the next Silver Hand Recruit you summon +3/+3 and this <b>Deathrattle</b>.
84219,From De Other Side,SHAMAN, 10, , , , , Summon a copy of each minion in your hand. They attack random enemy minions, then die.
86655,Knight of the Dead,PALADIN, 3, 5, 5, , , <b>Battlecry:</b> Deal 5 damage to your hero. <b>Manathirst (7):</b> Restore 5 Health to your hero instead.
73434,The Garden's Grace,PALADIN, 10, , , , , Give a minion +5/+5 and <b>Divine Shield</b>. Costs (1) less for each Mana you've spent on Holy spells this game.
71949,Naga Giant,NEUTRAL, 20, 8, 8, , , Costs (1) less for each Mana you've spent on spells this game.
63029,Thickhide Kodo,DRUID, 4, 3, 5, , , <b>Taunt</b> <b>Deathrattle:</b> Gain 5 Armor.
65704,Multicaster,NEUTRAL, 4, 3, 4, , , <b>Battlecry:</b> Draw a card for each different spell school you've cast this game. <i>( )</i>
85047,Unending Swarm,DRUID, 6, , , , , Resurrect all friendly minions that cost (2) or less.
63332,Lady Anacondra,DRUID, 6, 3, 7, , , Your Nature spells cost (2) less.
85640,Silvermoon Armorer,NEUTRAL, 4, 4, 4, , , <b>Rush</b> <b>Manathirst ( ):</b> Gain +2/+2.
64629,Metamorfin,DEMONHUNTER, 1, 1, 2, , , <b>Taunt</b> <b>Battlecry:</b> If you've cast a Fel spell this turn, gain +2/+2.
71250,Onyxian Drake,WARRIOR, 4, 4, 5, , , <b>Taunt</b> <b>Battlecry:</b> Deal damage equal to your Armor to an enemy minion.
64163,SI:7 Assassin,ROGUE, 7, 4, 4, , , Costs (1) less for each SI:7 card you've played this game. <b>Combo:</b> Destroy an enemy minion.
71701,Baba Naga,NEUTRAL, 4, 4, 4, , , <b>Battlecry:</b> If you've cast a spell while holding this, deal 3 damage.
78333,Corpse Explosion,DEATHKNIGHT, 5, , , , , Detonate a <b>Corpse</b> to deal 1 damage to all minions. If any are still alive, repeat this.
65610,Proving Grounds,DEMONHUNTER, 6, , , , , Summon two minions from your deck. They fight!
70011,Rune of the Archmage,MAGE, 9, , , , , Cast 20 Mana worth of Mage spells at enemies.
72495,Pirate Admiral Hooktusk,ROGUE, 8, 8, 8, , , <b>Battlecry:</b> If you've summoned 8 other Pirates this game, plunder the enemy! <i>( left!)</i> <i>(Ready!)</i>
64970,The Rat King,HUNTER, 5, 5, 5, , , <b>Rush</b>. <b>Deathrattle:</b> Go <b>Dormant</b>. Revive after 5 friendly minions die.
69652,Big Game Hunter,NEUTRAL, 4, 4, 2, , , <b>Battlecry:</b> Destroy a minion with 7 or more Attack.
64894,Dark Alley Pact,WARLOCK, 4, , , , , Summon a Fiend with stats equal to your hand size.
79607,Perjury,ROGUE, 2, , , , , <b>Secret:</b> When your turn starts, <b>Discover</b> and cast a <b>Secret</b> from another class.
70012,To the Front!,WARRIOR, 2, , , , , Your minions cost (2) less this turn <i>(but not less than 1)</i>.
86733,Blightfang,DEATHKNIGHT, 4, 3, 4, , , <b>Battlecry:</b> Infect all enemy minions. When they die, you summon a 2/2 Zombie with <b>Taunt</b>.
75556,Polymorph: Jellyfish,MAGE, 3, , , , , Transform a minion into a 4/1 Jellyfish with <b>Spell Damage +2</b>.
63073,Wailing Vapor,SHAMAN, 1, 1, 3, , , After you play an Elemental, gain +1 Attack.
84301,Sunfury Champion,WARRIOR, 1, 1, 3, , , After you cast a Fire spell, deal 1 damage to all minions.
63219,Neeru Fireblade,WARLOCK, 5, 5, 5, , , <b>Battlecry:</b> If your deck is empty, open a portal that fills your board with 3/2 Imps each turn.
63124,Mor'shan Elite,WARRIOR, 5, 4, 4, , , <b>Taunt</b>. <b>Battlecry:</b> If your hero attacked this turn, summon a copy of this.
69502,Flamestrike,MAGE, 7, , , , , Deal 5 damage to all enemy minions.
63217,Barrens Scavenger,WARLOCK, 6, 6, 6, , , <b>Taunt</b> Costs (1) while your deck has 10 or fewer cards.
70106,Wing Commander Ichman,HUNTER, 9, 5, 4, , , <b>Battlecry:</b> Summon a Beast from your deck and give it <b>Rush</b>. If it kills a minion this turn, repeat.
69610,Noble Sacrifice,PALADIN, 1, , , , , <b>Secret:</b> When an enemy attacks, summon a 2/1 Defender as the new target.
76276,Northshire Cleric,PRIEST, 1, 1, 3, , , Whenever a minion is healed, draw a card.
62811,Sunscale Raptor,HUNTER, 1, 1, 3, , , <b>Frenzy:</b> Shuffle a Sunscale Raptor into your deck with permanent +2/+1.
71237,Keen Reflex,DEMONHUNTER, 2, , , , , Deal 1 damage to all minions. <b>Honorable Kill:</b> Gain +1 Attack this turn.
69688,Feral Rage,DRUID, 3, , , , , <b>Choose One -</b> Give your hero +4 Attack this turn; or Gain 8 Armor.
80648,Remorseless Winter,DEATHKNIGHT, 4, , , , , Deal 2 damage to all enemies. Draw a card.
69508,Holy Nova,PRIEST, 3, , , , , Deal 2 damage to all enemy minions. Restore 2 Health to all friendly characters.
63370,Stealer of Souls,WARLOCK, 4, 2, 6, , , The first card you draw each turn costs Health instead of Mana.
76304,Bash,WARRIOR, 2, , , , , Deal 3 damage. Gain 3 Armor.
67892,Sigil of Reckoning,DEMONHUNTER, 5, , , , , At the start of your next turn, summon a random Demon from your hand.
63331,Primal Dungeoneer,SHAMAN, 3, 2, 3, , , <b>Battlecry:</b> Draw a spell. If it's a Nature spell, also draw an Elemental.
72929,Gifts of Azshara,MAGE, 2, , , , , Draw a card. If you played a Naga while holding this, do it again.
63329,Fangbound Druid,DRUID, 3, 4, 3, , , <b>Taunt</b> <b>Deathrattle:</b> Reduce the Cost of a Beast in your hand by (2).
86621,Mind Sear,PRIEST, 1, , , , , Deal 2 damage to a minion. If it dies, deal 3 damage to the enemy hero.
78273,Batty Guest,HUNTER, 1, 1, 1, , , <b>Deathrattle:</b> Summon a 2/1 Bat.
74741,Gigafin,WARLOCK, 8, 7, 4, , , <b>Colossal +1</b>. <b>Battlecry:</b> Devour all enemy minions. <b>Deathrattle:</b> Spit them back out.
86557,Silvermoon Arcanist,NEUTRAL, 3, 2, 2, , , <b>Spell Damage +2</b> <b>Battlecry:</b> Your spells can�t target heroes this turn.
69707,Flash Heal,PRIEST, 1, , , , , Restore 5 Health.
79742,Incriminating Psychic,PRIEST, 4, 2, 6, , , <b>Taunt</b> <b>Deathrattle:</b> Copy a random card from your opponent's hand.
84395,For Quel'Thalas!,PALADIN, 2, , , , , Give a friendly minion +3 Attack. Give your hero +2 Attack this turn.
85152,Foul Egg,NEUTRAL, 1, 0, 2, , , <b>Deathrattle:</b> Summon a 3/3 Undead Chicken.
71333,Raid Boss Onyxia,NEUTRAL, 10, 8, 8, , , <b>Rush</b>. <b>Immune</b> while you control a Whelp. <b>Battlecry:</b> Summon six 2/1 Whelps with <b>Rush</b>.
65619,Brilliant Macaw,SHAMAN, 3, 3, 3, , , <b>Battlecry:</b> Repeat the last <b>Battlecry</b> you played.
78122,Relic of Dimensions,DEMONHUNTER, 6, , , , , Draw two cards and reduce their Cost by ( ). Improve your future Relics.
84230,Mark of Scorn,DEMONHUNTER, 2, , , , , Draw a card. If it's not a minion, deal 3 damage to the lowest Health enemy.
63220,Imp Swarm (Rank 1),WARLOCK, 2, , , , , Summon a 3/2 Imp. <i>(Upgrades when you have 5 Mana.)</i>
63125,Rokara,WARRIOR, 3, 2, 3, , , <b>Rush</b> After a friendly minion attacks and survives, give it +1/+1.
74672,Trenchstalker,WARRIOR, 9, 8, 9, , , <b>Battlecry:</b> Attack three different random enemies.
64661,Blessed Goods,PALADIN, 1, , , , , <b>Discover</b> a <b>Secret</b>, weapon, or <b>Divine Shield</b> minion.
71944,Vicious Slitherspear,NEUTRAL, 1, 1, 3, , , After you cast a spell, gain +1 Attack until your next turn.
80708,Lady Deathwhisper,DEATHKNIGHT, 4, 4, 3, , , <b>Deathrattle:</b> Copy all Frost spells in your hand.
69713,Nerubian Egg,NEUTRAL, 2, 0, 2, , , <b>Deathrattle:</b> Summon a 4/4 Nerubian.
65692,Defias Cannoneer,WARRIOR, 3, 3, 3, , , After your hero attacks, deal 2 damage to a random enemy twice.
64279,Shiver Their Timbers!,WARRIOR, 1, , , , , Deal 2 damage to a minion. If you control a Pirate, deal 5 instead.
72925,Trench Surveyor,MAGE, 2, 3, 2, , , <b>Battlecry:</b> <b>Dredge</b>. If it's a Mech, draw it.
75586,Tidelost Burrower,SHAMAN, 4, 4, 4, , , <b>Battlecry:</b> <b>Dredge</b>. If it's a Murloc, summon a 2/2 copy of it.
85651,Banshee,NEUTRAL, 1, 2, 1, , , <b>Deathrattle:</b> Give a random friendly Undead +2/+1.
83942,Noxious Infiltrator,ROGUE, 4, 2, 5, , , <b>Poisonous</b> <b>Battlecry:</b> If a friendly Undead died after your last turn, deal 1 damage to a minion.
72338,Security Automaton,NEUTRAL, 2, 1, 3, , , After you summon a Mech, gain +1/+1.
64965,Ramming Mount,HUNTER, 3, , , , , Give a minion +2/+2 and <b>Immune</b> while attacking. When it dies, summon a Ram.
71241,Boomkin,DRUID, 5, 4, 5, , , <b>Choose One - </b>Restore 8 Health to your hero; or Deal 4 damage.
65580,Druid of the Reef,DRUID, 1, 1, 1, , , <b>Choose One - </b>Transform into a 3/1 Shark with <b>Rush</b>; or a 1/3 Turtle with <b>Taunt</b>.
69679,Southsea Captain,NEUTRAL, 3, 3, 3, , , Your other Pirates have +1/+1.
72117,Bone Glaive,DEMONHUNTER, 5, 5, , 2, , <b>Battlecry:</b> <b>Dredge</b>.
73721,Wayward Sage,DEMONHUNTER, 2, 2, 2, , , <b>Outcast:</b> Reduce the Cost of the left and right-most cards in your hand by (1).
63118,Outrider's Axe,WARRIOR, 4, 3, , 3, , After your hero attacks and kills a minion, draw a card.
69734,Fiendish Circle,WARLOCK, 3, , , , , Summon four 1/1 Imps.
77018,Seafloor Savior,PALADIN, 2, 2, 2, , , <b>Battlecry:</b> <b>Dredge</b>. If it's a minion, give it this minion's Attack and Health.
72923,Queen Azshara,NEUTRAL, 5, 5, 5, , , <b>Battlecry:</b> If you've cast three spells while holding this, choose an Ancient Relic. <i>( left!)</i> <i>(Ready!)</i>
67861,Sleetbreaker,SHAMAN, 2, 3, 2, , , <b>Battlecry:</b> Add a Windchill to your hand.
70232,Legionnaire,NEUTRAL, 6, 9, 3, , , <b>Deathrattle:</b> Give all minions in your hand +2/+2.
80089,Acolyte of Death,DEATHKNIGHT, 3, 3, 4, , , After a friendly Undead dies, draw a card.
72931,Mothership,NEUTRAL, 6, 5, 4, , , <b>Rush</b> <b>Deathrattle:</b> Summon two random Mechs that cost (3) or less.
80091,Bone Flinger,NEUTRAL, 2, 2, 3, , , <b>Battlecry:</b> If a friendly Undead died after your last turn, deal 2 damage.
77615,Relic Vault,DEMONHUNTER, 2, , 2, , , The next Relic you play this turn casts twice.
65590,Sunwing Squawker,PALADIN, 4, 3, 4, , , <b>Battlecry:</b> Repeat the last spell you've cast on a friendly minion on this.
84390,Vexallus,MAGE, 5, 3, 5, , , Your Arcane spells cast twice.
63070,Primordial Protector,NEUTRAL, 8, 6, 6, , , <b>Battlecry:</b> Draw your highest Cost spell. Summon a random minion with the same Cost.
71236,Bracing Cold,SHAMAN, 2, , , , , Restore 5 Health to your hero. Reduce the Cost of a random spell in your hand by (2).
66869,Malygos the Spellweaver,NEUTRAL, 9, 4, 12, , , <b>Battlecry:</b> Draw spells until your hand is full.
86092,Shadow of Demise,ROGUE, 0, , , , , Each time you cast a spell, transform this into a copy of it.
62705,Oasis Thrasher,NEUTRAL, 2, 2, 3, , , <b>Frenzy:</b> Deal 3 damage to the enemy hero.
78111,Sinful Brand,DEMONHUNTER, 2, , , , , Brand an enemy minion. Whenever it takes damage, deal 1 damage to the enemy hero.
69594,Nourish,DRUID, 5, , , , , <b>Choose One -</b> Gain 2 Mana Crystals; or Draw 3 cards.
68061,Caria Felsoul,DEMONHUNTER, 6, 6, 6, , , <b>Battlecry:</b> Transform into a 6/6 copy of a Demon in your deck.
90325,Lost Exarch,NEUTRAL, 4, 5, 4, , , <b>Deathrattle</b>: Spend all your Mana. Summon that many 2/2 Zombies with <b>Rush</b>.
76975,Convincing Disguise,SHAMAN, 1, , , , , Transform a friendly minion into one that costs (2) more. <b>Infuse ( ):</b> Transform all friendly minions instead.
79548,Objection!,MAGE, 3, , , , , <b>Secret:</b> When your opponent plays a minion, <b>Counter</b> it.
86537,High Priestess Jeklik,WARLOCK, 4, 3, 5, , , <b>Taunt</b>, <b>Lifesteal</b> When you discard this, add 2 copies of it to your hand.
69593,Power of the Wild,DRUID, 2, , , , , <b>Choose One -</b> Give your minions +1/+1; or Summon a 3/2 Panther.
67193,Shield Shatter,WARRIOR, 10, , , , , Deal 5 damage to all minions. Costs (1) less for each Armor you have.
76317,Doomsayer,NEUTRAL, 2, 0, 7, , , At the start of your turn, destroy ALL minions.
72482,Illuminate,PRIEST, 0, , , , , <b>Dredge</b>. If it's a spell, reduce its Cost by (3).
76302,Shield Block,WARRIOR, 2, , , , , Gain 5 Armor. Draw a card.
69532,Consecration,PALADIN, 3, , , , , Deal 2 damage to all enemies.
64008,Encumbered Pack Mule,NEUTRAL, 2, 2, 3, , , <b>Taunt</b> When you draw this, add a copy of it to your hand.
64631,Aimed Shot,HUNTER, 3, , , , , Deal 3 damage. Your next Hero Power deals 2 more damage.
85621,Enchanter,NEUTRAL, 3, 1, 5, , , Your end of turn effects trigger twice.
64964,Leatherworking Kit,HUNTER, 1, 0, , 3, , After three friendly Beasts die, draw a Beast and give it +1/+1. Lose 1 Durability.
86439,Spectral Trainee,MAGE, 3, 1, 4, , , After you cast a spell, deal 1 damage to all enemy minions.
75072,Fossil Fanatic,DEMONHUNTER, 2, 2, 2, , , After your hero attacks, draw a Fel spell.
66874,Coldtooth Yeti,ROGUE, 3, 1, 5, , , <b>Combo:</b> Gain +3 Attack.
75922,Suspicious Usher,PRIEST, 1, 1, 3, , , <b>Battlecry:</b> <b>Discover</b> a <b>Legendary</b> minion. If your opponent guesses your choice, they get a copy.
90644,Mind Eater,PRIEST, 2, 3, 2, , , <b>Deathrattle:</b> Add a copy of a card in your opponent's deck to your hand.
76324,Azure Drake,NEUTRAL, 5, 4, 5, , , <b>Spell Damage +1</b> <b>Battlecry:</b> Draw a card.
84169,Volatile Skeleton,NEUTRAL, 4, , , , , Summon two 2/2 Volatile Skeletons. Gain 4 Armor.
78143,Sinful Sous Chef,PALADIN, 1, 2, 1, , , <b>Deathrattle:</b> Add 2 Silver Hand Recruits to your hand.
64729,"Varian, King of Stormwind",NEUTRAL, 8, 7, 7, , , <b>Battlecry:</b> Draw a <b>Rush</b> minion to gain <b>Rush</b>. Repeat for <b>Taunt</b> and <b>Divine Shield</b>.
66951,"Kurtrus, Demon-Render",DEMONHUNTER, 6, , 30, , 5, <b>Battlecry:</b> Summon two /4 Demons with <b>Rush</b>. <i>(Improved by your hero attacks this game.)</i>
79780,"Sylvanas, the Accused",NEUTRAL, 6, 5, 5, , , <b>Battlecry:</b> Destroy an enemy minion. <b>Infuse ( ):</b> Take control of it instead.
76320,Lifedrinker,NEUTRAL, 4, 3, 3, , , <b>Battlecry:</b> Deal 3 damage to the enemy hero. Restore 3 Health to your hero.
76330,Cobalt Scalebane,NEUTRAL, 5, 5, 5, , , At the end of your turn, give another random friendly minion +3 Attack.
72896,Azsharan Saber,HUNTER, 4, 4, 3, , , <b><b>Rush</b>.</b> <b>Deathrattle:</b> Put a 'Sunken Saber' on the bottom of your deck.
69632,Al'Akir the Windlord,SHAMAN, 8, 3, 6, , , <b>Charge, Divine Shield, Taunt, Windfury</b>
69740,Eye Beam,DEMONHUNTER, 3, , , , , <b>Lifesteal</b>. Deal 3 damage to a minion. <b>Outcast:</b> This costs (1).
76926,Bloodscent Vilefin,WARLOCK, 3, 3, 4, , , <b>Battlecry:</b> <b>Dredge</b>. If it's a Murloc, change its Cost to Health instead of Mana.
78345,Vampiric Blood,DEATHKNIGHT, 2, , , , , Give your hero +5 Health. Spend 3 <b>Corpses</b> to gain 5 more and draw a card.
86548,Gorillabot A-3,NEUTRAL, 3, 3, 4, , , <b>Battlecry:</b> If you control another Mech, <b>Discover</b> a Mech.
64384,Wickerclaw,DRUID, 2, 1, 4, , , After your hero gains Attack, this minion gains +2 Attack.
70261,Brasswing,PALADIN, 8, 9, 7, , , At the end of your turn, deal 2 damage to all enemies. <b>Honorable Kill:</b> Restore 4 Health to your hero.
77151,Kidnap,ROGUE, 2, , , , , <b>Secret:</b> After your opponent plays a minion, stuff it in a 0/4 Sack.
85053,Elder Nadox,DRUID, 5, 5, 4, , , <b>Battlecry:</b> Destroy a friendly Undead. Your minions gain its Attack.
77659,Cold Case,MAGE, 4, , , , , Summon two 2/2 Volatile Skeletons. Gain 4 Armor.
67352,Snowblind Harpy,NEUTRAL, 3, 3, 4, , , <b>Battlecry:</b> If you're holding a Frost spell, gain 5 Armor.
64349,Seek Guidance,PRIEST, 1, , , , , <b>Questline:</b> Play a 2, 3, and 4-Cost card. <b>Reward:</b> <b>Discover</b> a card from your deck.
63071,Tinyfin's Caravan,SHAMAN, 2, 1, 3, , , At the start of your turn, draw a Murloc.
81961,Might of Menethil,DEATHKNIGHT, 4, 4, , 2, , <b>Battlecry:</b> Spend up to 3 <b>Corpses</b>. <b>Freeze</b> that many enemy minions.
63088,Warsong Wrangler,HUNTER, 4, 3, 4, , , <b>Battlecry:</b> <b>Discover</b> a Beast from your deck. Give all copies of it +2/+1 <i>(wherever they are)</i>.
77616,Relic of Phantasms,DEMONHUNTER, 3, , , , , Summon two / Spirits. Improve your future Relics.
67241,Spring the Trap,HUNTER, 4, , , , , Deal 3 damage to a minion and cast a <b>Secret</b> from your deck. <b>Honorable Kill:</b> Cast 2.
71712,Colaque,DRUID, 7, 6, 5, , , <b>Colossal +1</b> <b>Immune</b> while you control Colaque's Shell.
80664,Blood Tap,DEATHKNIGHT, 2, , , , , Give all minions in your hand +1/+1. Spend 2 <b>Corpses</b> to give them +1/+1 more.
78262,Riot!,WARRIOR, 2, , , , , Your minions can't be reduced below 1 Health this turn. They each attack a random enemy minion.
